Brand Name	Manufacturer	USP.Code
Diazem C8 MACH8	Diazem	L7
Diazem C8 P	Diazem	L7
Diazem C8 S	Diazem	L7
Diazem C8 SEBB-200	Diazem	L7
Diazem C8 series 200A	Diazem	L7
Diazem C8 series SEBP	Diazem	L7
Diazem C8 SNPEC 300A	Diazem	L7
Diazem C8EC 60A	Diazem	L7
Discovery BIO Wide Pore C8	Supelco	L7
Discovery C8	Supelco	L7
Eclipse Rx C8	Agilent Technologies	L7
Eclipse SB C8	Agilent Technologies	L7
Eclipse XDB C8	Agilent Technologies	L7
Econosil C8	Dr. Maisch	L7
Econosphere C8	Dr. Maisch	L7
Enable C8 G	Spincotech	L7
Enable C8 Q	Spincotech	L7
Equisil BDS C8	Dr. Maisch	L7
Exsil 100 C8	Exmere Ltd.	L7
Exsil 300 C8	Exmere Ltd.	L7
Exsil 80 C8	Exmere Ltd.	L7
Exsil Clasico C8	Exmere Ltd.	L7
Exsil Diametric C8	Exmere Ltd.	L7
Exsil paragon C8	Exmere Ltd.	L7
Exsil Plus C8	Exmere Ltd.	L7
Exsil Pure C8	Exmere Ltd.	L7
Fortis C8	Fortis Technologies	L7
Genesis C8	Hichrom	L7
Genesis C8 e/c	Hichrom	L7
GP-C8	Sepax Techonologies, Inc.	L7
GROM Sapphire C8	Dr. Maisch	L7
GROM-SIL Octyl-1 B	Dr. Maisch	L7
GROM-SIL Octyl-2 AB	Dr. Maisch	L7
GROM-SIL Octyl-3 BA	Dr. Maisch	L7
GROM-SIL Octyl-4 FE	Dr. Maisch	L7
GROM-SIL Octyl-5 CP	Dr. Maisch	L7
GROM-SIL Octyl-6 MB	Dr. Maisch	L7
Haisil 100, 300 C8	Higgins Analytical	L7
HALO C8	Advanced Materials Technol.	L7
HECTOR-A C8	RStech Corp.	L7
HECTOR-M C8	RStech Corp.	L7
HECTOR-W C8	RStech Corp.	L7
Heritage C8	Helix Chromatography	L7
Hichrom C8	Hichrom	L7
Horizon C8	Horizon Chromatography Ltd.	L7
HS-5 C8	PerkinElmer, Inc	L7
HxSil C8	Hamilton Co.	L7
HydroBond AQ	Mac-Mod Analytical, Inc.	L7
HydroBond PS-C8	Mac-Mod Analytical, Inc.	L7
Hyperclone BDS C8	Phenomenex	L7
Hyperclone MOS (C8)	Phenomenex	L7
Hypersil BDS C8	Thermo Scientific	L7
Hypersil GOLD C8	Thermo Scientific	L7
Hypersil HS C8	Thermo Scientific	L7
Hypersil MOS	Thermo Scientific	L7
Hypersil MOS (C8)	Thermo Scientific	L7
Hypersil MOS-2	Thermo Scientific	L7
HyPurity C8	Thermo Scientific	L7
IB-SIL C8	Phenomenex	L7
IB-SIL C8 BD	Phenomenex	L7
Inertsil C8	GL Sciences	L7
Inertsil C8 3V	GL Sciences	L7
Inertsil C8-3	GL Sciences	L7
Inertsil C8-4	GL Sciences	L7
Inertsil WP 300 C8	GL Sciences	L7
InertSustain C8	GL Sciences	L7
InsertSustainSwift C8	GL Sciences	L7
KANAK C8	Nanghavi Chrom. Solutions	L7
Kinetex C8	Phenomenex	L7
Kromasil C8	Akzo Nobel Separations	L7
L-column C8	Ceri, Japan	L7
L-column2 C8	Ceri, Japan	L7
LC-8-DB	Sepelco, Inc.	L7
Legacy L7	SIELC Technol.	L7
LiChrosorb RP 8	Merck KgaA	L7
LiChrosorb RP Select B	Merck KgaA	L7
LiChrosorb RP-8	Merck KGaA	L7
LiChrospher 100 RP 8-E	Merck KGaA	L7
LiChrospher 100 RP-8	EM Sciences	L7
LiChrospher 60 RP-Select B	Merck KGaA	L7
LiChrospher RP-Select B	Merck KgaA	L7
LiChrosphere RP-Select B	Merck KGaA	L7
Luna C8	Phenomenex	L7
Luna C8(2)	Phenomenex	L7
Macrosphere C8	Dr. Maisch	L7
Maxsil 5-C8	Phenomenex	L7
MetaSil C8	Varian	L7
Meteoric Core C8	YMC Co., Ltd.	L7
Microsorb C8	Agilent	L7
MultoHigh 100 RP8	CS-Chromatographie Service	L7
MultoHigh-Bio-200-C8	CS-Chromatographie Service	L7
MultoKrom 100 C8	CS-Chromatographie Service	L7
Multospher 100 RP8	CS-Chromatographie Service	L7
Multospher 120 RP8	CS-Chromatographie Service	L7
MultoWorb C8	CS-Chromatographie Service	L7
NCI-NeuroBondpak C18	National Chromatography Inc.	L7
NCI-Neurosyil C8 100	National Chromatography Inc.	L7
NCI-Neurosyil C8 120	National Chromatography Inc.	L7
NCI-Neurosyil C8 200	National Chromatography Inc.	L7
NCI-Ultimasyil C8 100	National Chromatography Inc.	L7
NCI-Ultimasyil C8 120	National Chromatography Inc.	L7
None Cited	n/a	L7
Nova-Pak C8	Waters Corp.	L7
NUCLEODUR 100-5 C8 ec	Macherey-Nagel	L7
NUCLEODUR C8 Gravity	Macherey-Nagel	L7
NUCLEOSIL C8	Macherey-Nagel	L7
NUCLEOSIL C8 ec	Macherey-Nagel	L7
NUCLEOSIL C8 HD	Macherey-Nagel	L7
NUCLEOSIL Protect I	Macherey-Nagel	L7
Onyx C8	Phenomenex	L7
OptimaPak C8	RStech Corp.	L7
Optimisil LP C8	CVC Technologies	L7
Optimisil MF C8	CVC Technologies	L7
Orbit 100 C8	MZ Analysentechnik	L7
Partisil C8	Hichrom	L7
Partisil 10 CCS/C8	Hichrom	L7
Partisil C8	Hichrom	L7
Partisil C8	Hichrom	L7
Partisil P-5 C8 RAC II	Hichrom	L7
PartiSphere C8	Hichrom	L7
Pecosphere 3CR C8	PerkinElmer	L7
Pecosphere C8	PerkinElmer, Inc.	L7
Peerless Basic C8	Chromatopak	L7
Peerless C8	Chromatopak	L7
Peerless HT-C8	Chromatopak	L7
Peerless LC-C8	Chromatopak	L7
Pelliguard LC-8	Supelco, Inc.	L7
Peptica C8 series A,B,C	Diazem	L7
PerfectBond C8	MZ Analysentechnik	L7
PerfectBond C8-H	MZ Analysentechnik	L7
PerfectBond C8-HD	MZ Analysentechnik	L7
PerfectChrom 100 C8	MZ Analysentechnik	L7
PerfectChrom 100 C8M	MZ Analysentechnik	L7
PerfectSil 100 C8-3	MZ Analysentechnik	L7
PerfectSil 120 C8	MZ Analysentechnik	L7
PerfectSil 300 C8	MZ Analysentechnik	L7
PerfectSil Target C8 HD	MZ Analysentechnik	L7
PerfectSil Target C8-3	MZ Analysentechnik	L7
Pfarma C8 series A,B,C	Diazem	L7
Pinnacle DB C8	Restek Corp.	L7
Platinum 300 C8	Dr. Maisch	L7
Platinum C8	Dr. Maisch	L7
Platinum EPS C8	Dr. Maisch	L7
Polaris C8-A	Agilent	L7
Polaris C8-Ether	Agilent	L7
POLYGOSIL C8	Macherey Nagel	L7
POLYGOSIL C8 60ª	Macherey Nagel	L7
Poroshell 120 EC-C8	Agilent	L7
Poroshell 120 SB-C8	Agilent	L7
Poroshell 300 SB-C8	Agilent	L7
Poroshell HPH-C8	Agilent	L7
Prevail C8	Hichrom	L7
Prodigy C8	Phenomenex	L7
ProntoSIL C8 ace-EPS	Bischoff Chromatography	L7
ProntoSIL C8 SH	Bischoff chromatography	L7
ProteCol-G C8 HQ125	SGE Analytical Science	L7
ProteCol-G HQ1003	SGE Analytical Science	L7
Purospher STAR RP8e	Merck KgaA	L7
Pursuit C8	Agilent	L7
Pursuit UPS C8	Agilent	L7
Pursuit XRs C8	Agilent	L7
Quasar C8	PerkinElmer	L7
Reduced activity 3 C8	Perkin-Elmer Corp.	L7
Reprosil 80 C8	Dr. Maisch	L7
Reprosil Gold C8	Dr. Maisch	L7
Reprosil-Pur Basic C8 (HD)	Dr. Maisch	L7
Reprospher C8 DE	Dr. Maisch	L7
Resolve C8	Waters Corp	L7
Resolvex C8	Thermo Scientific	L7
Roc C8	Retek Corp.	L7
RP-300 Aquapore Octyl	PerkinElmer, Inc.	L7
RP-300 Aqupore Octyl	PerkinElmer, Inc.	L7
RSil C8	Alltech Associates	L7
Shim-pack GIST C8	Shimadzu	L7
Shim-pack Scepter C8	Shimadzu	L7
Shim-pack VP-C8	Shimadzu	L7
Shim-pack XR-C8	Shimadzu	L7
Shodex Silica 5C8	Shodex	L7
SiliaChrom AQ C8	SiliCycle Inc	L7
SiliaChrom SB C8	SiliCycle Inc	L7
SiliaChrom XDB C8	SiliCycle Inc	L7
SiliaChrom XDB1 C8	SiliCycle Inc	L7
SMT Elite C8	Separation Methods Tech.	L7
SMT O C8	Separation Methods Tech.	L7
SMT OL C8	Separation Methods Tech.	L7
Speed Core BIO Protein C8	Fortis Technologies	L7
Spherex C8		L7
Spheri-(5 and 10) RP 8	PerkinElmer, Inc.	L7
Spheri-(5 and 10)-OSS C8	PerkinElmer, Inc.	L7
Spheri-10 RP-8	PerkinElmer, Inc.	L7
Spheri-5 RP 8	Brownlee Labs	L7
Spherisorb C8	Waters Corp.	L7
Sunfire C8 Silica	Waters	L7
Sunfire C8 Silica	Waters Corp.	L7
Sunniest C8	ChromaNik Technol.	L7
SunShell C8	ChromaNik Technol.	L7
Sunsil C8	Sun Life Sciences	L7
SUPELCOSIL LC-308	Supelco	L7
Supelcosil LC-8	Supelco, Inc.	L7
Supelcosil LC-8-DB	Supelco, Inc.	L7
Superspher 60 RP-8	Merck KgaA	L7
Superspher 60 RP-Select B	Merck KGaA	L7
SVEA C8	Nanologica AB	L7
Symmetry C8	Waters Corp.	L7
SymmetryPrep C8	Waters Corp.	L7
SymmetryShield RP8	Waters Corp.	L7
SynChropac RP8	Eprogen, Inc.	L7
SynChropak RP8	Eprogen, Inc.	L7
SynChropak RP8-1000	Eprogen, Inc.	L7
Syncronis C8	Thermo Scientific	L7
Targa C8	Higgins Analytical	L7
TSKgel Octyl-80Ts	Tosoh Bioscience	L7
TSKgel Super-Octyl	Tosoh Bioscience	L7
Ultimate XB-C8	Welch Materials, Inc.	L7
Ultra C8	Restek Corp.	L7
Ultracarb C8	Phenomenex	L7
Ultrasphere C-8 Octyl	Hichrom	L7
Ultrasphere C8	Hichrom	L7
Ultrasphere ODS	Hichrom	L7
Ultremex C8	Phenomenex	L7
Ultremex C8 μ	Phenomenex	L7
Ultron VX-Octyl	Shinwa	L7
UniMS C8A1	Unimicrosep	L7
Unison UK-C8	Imtakt	L7
UniverSil HS C8	Fortis Technologies	L7
Uptisphere 300A WC8	Interchim	L7
Uptisphere 300A WD8	Interchim	L7
Uptisphere C8	Interchim	L7
Uptisphere C8U	Interchim	L7
Uptisphere Strategy C8-2	Interchim	L7
Uptisphere X-Serie C8	Interchim	L7
Viva C8	Restek Corp.	L7
Vydac 208MS	Hichrom	L7
Vydac 208TP	Hichrom	L7
Vydac C8	Hichrom	L7
Wakopak Wakosil 3C8 RS	Wako Pure Chemical Ind.	L7
Wakopak Wakosil 5C8	Wako Pure Chemical Ind.	L7
Wakopak Wakosil 5C8 HG	Wako Pure Chemical Ind.	L7
Wakopak Wakosil 5C8 RS	Wako Pure Chemical Ind.	L7
Wakosil II 5C8 RS	Wako Pure Chemical Ind.	L7
Whatman P-5 C8 RACII	Whatman	L7
XBridge C8	Waters Corp.	L7
XTerra C8	Waters	L7
XTerra MS C8	Waters Corp.	L7
XTerra RP-8	Waters Corp	L7
XTerra RP8	Waters Corp.	L7
YMC-Pack C8	YMC Co., Ltd.	L7
YMC-Pack Pro C8	YMC Co., Ltd.	L7
YMC-Pack ProC8	YMC Co., Ltd.	L7
YMC-Triart C8	YMC Co., Ltd.	L7
YMCbasic	YMC C., Ltd.	L7
YMCbasic	YMC Co., Ltd.	L7
YMCbasic	YMC Corp.	L7
Zodiac 120 C8 SH	Zodiac Life Sciences	L7
Zodiac C8	Zodiac Life Sciences	L7
Zodiac C8 AQ	Zodiac Life Sciences	L7
Zodiac C8 Shield	Zodiac Life Sciences	L7
Zodiac C8(1)	Zodiac Life Sciences	L7
Zodiac C8(2)	Zodiac Life Sciences	L7
ZORBAX C8	Agilent	L7
Zorbax C8 150A	Agilent	L7
ZORBAX Eclipse Plus C8	Agilent	L7
ZORBAX Eclipse XDB-C8	Agilent	L7
ZORBAX RRHD 300SB-C8	Agilent	L7
ZORBAX RX-C8	Agilent	L7
Zorbax Rx-C8	Agilent	L7
ZORBAX SB C8	Agilent	L7
Zorbax SB C8	Agilent	L7
ZORBAX StableBondC8	Agilent	L7
Zorbax XDB C8	Agilent	L7
Adsorbosil NH2	Dr. Maisch	L8
Adsorbosphere NH2	Dr. Maisch	L8
Adsorbosphere XL NH2	Dr. Maisch	L8
Allsphere NH2	Dr. Maisch	L8
Alltima Amino	Hichrom	L8
Amethyst Amino	Sepax Technologies, Inc.	L8
Apex II Amino	Hichrom	L8
Avanti NH2(2)	Exmere Ltd.	L8
Bond-Elute NH2	Analytichem International	L8
Bondclone NH2	Phenomenex	L8
Capcell Pak NH2 SG 80	Osaka Soda Co., Ltd.	L8
Capcell Pak NH2 UG 80	Osaka Soda Co., Ltd.	L8
Carbohydrate	Alltech Associates	L8
Celeris Amino	Regis Technologies, Inc.	L8
Chromasol JADE NH2	Intek Chromasol	L8
Chromasol ONYX NH2	Intek Chromasol	L8
Chromasol ONYX NHNH2	Intek Chromasol	L8
Chromegabond Amino	ES Industries	L8
Cogent HPS Amino	MicroSolv Techn. Corp.	L8
Cogent MicroBee Amino	MicroSolv Techn. Corp.	L8
Cogent Simulare Amino	MicroSolv Techn. Corp.	L8
Cosmosil NH2-MS	Nacalai Tesque, Inc.	L8
Develosil NH2	Nomura Chemical	L8
Econosil Amino	Dr. Maisch	L8
Econosphere Amino	Dr. Maisch	L8
Enable APS	Spincotech	L8
Equisil APS	Dr. Maisch	L8
Exsil 100 Amino	Exmere Ltd.	L8
Exsil 80 Amino	Exmere Ltd.	L8
Exsil Pure Amino	Exmere Ltd.	L8
Fortis Amino	Fortis Technologies	L8
Genesis NH2	Hichrom	L8
GROM Sapphire Amino	Dr. Maisch	L8
GROM-SIL Amino-1 PR	Dr. Maisch	L8
GROM-SIL Amino-2 PA	Dr. Maisch	L8
GROM-SIL Amino-3 CP	Dr. Maisch	L8
GROM-SIL Amino-4 PR	Dr. Maisch	L8
HECTOR-M NH2	RStech Corp.	L8
HECTOR-W NH2	RStech Corp.	L8
Heritage AP	Helix Chromatography	L8
High Performance Carbohydrate Analysis	Waters Corp.	L8
High performance carbohydrate analysis	Waters Corp.	L8
Horizon Amino	Horizon Chromatography Ltd.	L8
HP-Amino	Sepax Techonologies, Inc.	L8
Hypersil APS-2	Thermo Scientific	L8
Hypersil GOLD Amino	Thermo Scientific	L8
Hypersil-NH2		L8
IB-SIL Amino	Phenomenex	L8
Inertsil NH2	GL Sciences	L8
InertSustain NH2	GL Sciences	L8
Kromasil NH2	Akzo Nobel Separations	L8
Legacy L8	SIELC Technol.	L8
LiChrosorb NH2	Merck KGaA	L8
LiChrospher NH2	Merck KgaA	L8
Luna NH2	Phenomenex	L8
Luna Omega SUGAR	Phenomenex	L8
MetaSil NH2	Agilent	L8
MicroBondapak NH2	Waters Corp.	L8
MicroSorb NH2	Agilent	L8
Multospher-APS-HP	CS-Chromatographie Service	L8
MultoWorb NH2	CS-Chromatographie Service	L8
NCI-NeuroBond NH2	National Chromatography Inc.	L8
NCI-Neurosyil NH2 100	National Chromatography Inc.	L8
NCI-Neurosyil NH2 200	National Chromatography Inc.	L8
NCI-Ultimasyil NH2 100	National Chromatography Inc.	L8
NCI-Ultimasyil NH2 120	National Chromatography Inc.	L8
None Cited	n/a	L8
None cited	None	L8
NUCLEODUR NH2	Macherey-Nagel	L8
NUCLEODUR NH2-RP	Macherey-Nagel	L8
NUCLEOSIL 10 NH2	Macherey-Nagel	L8
NUCLEOSIL 100 NH2	Macherey-Nagel	L8
NUCLEOSIL 120 NH2	Macherey-Nagel	L8
NUCLEOSIL Carbohydrate	Macherey-Nagel	L8
NUCLEOSIL NH2	Macherey-Nagel	L8
OptimaPak NH2	RStech Corp.	L8
Optimisil AQ-Amino	CVC Technologies	L8
Peerless Amino	Chromatopak	L8
PerfectChrom 100 NH2	MZ Analysentechnik	L8
PerfectSil 100 NH2	MZ Analysentechnik	L8
PerfectSil 120 NH2	MZ Analysentechnik	L8
PhenoSphere NH2	Phenomenex	L8
Platinum NH2	Dr. Maisch	L8
Polaris NH2	Agilent	L8
POLYGOSIL NH2	Macherey Nagel	L8
POLYGOSIL NH2 60A	Macherey Nagel	L8
Prevail Amino	Hichrom	L8
ProntoSIL AMINO	Bischoff Chromatography	L8
ProntoSIL AMINO E	Bischoff Chromatography	L8
ProntoSIL AMINO H	Bischoff Chromatography	L8
Purospher STAR NH2	Merck KgaA	L8
Quasar Amino	PerkinElmer	L8
Reproshper NH2	Dr. Maisch	L8
Reprosil 100 NH2	Dr. Maisch	L8
Reprosil 80 NH2	Dr. Maisch	L8
Reprosil-Pur NH2	Dr. Maisch	L8
RSiL NH2	Alltech Associates	L8
Shim-pack GIST NH2	Shimadzu	L8
Shim-pack XR-C8	Shimadzu	L8
Shodex Silica 5NH	Shodex	L8
SiliaChrom XDB1 Amino	SiliCycle Inc	L8
SMT Aminopropyl AP (NH2)	Separation Methods Tech.	L8
Sphereclone NH2	Phenomenex	L8
Spheri-(5 and 10) amino	Perkinelmer, Inc.	L8
Spherisorb NH2	Waters Corp	L8
SUPELCOSIL LC-NH2	Supelco	L8
SUPELCOSIL LC-NH2-NP	Supelco	L8
Syncronis Amino	Thermo Scientific	L8
TSKgel NH2-100	Tosoh Bioscience	L8
TSKgel NH2-100 DC	Tosoh Bioscience	L8
Ultra Amino	Restek Corp.	L8
UniMS NH2A1	Unimicrosep	L8
Unison UK-Amino	Imtakt	L8
Uptisphere NH2	Interchim	L8
Uptisphere Strategy NH2	Interchim	L8
Wakopak Wakosil 5NH2	Wako Pure Chemical Ind.	L8
YMC-Pack NH2	YMC Co., Ltd.	L8
Zodiac Amino	Zodiac Life Sciences	L8
Zodiac Amino (1)	Zodiac Life Sciences	L8
Zodiac Amino (2)	Zodiac Life Sciences	L8
ZORBAX Carbohydrate	Agilent	L8
ZORBAX NH2	Agilent	L8
µBondapak NH2	Waters Corp.	L8
Avanti SCX	Exmere Ltd.	L9
Capcell Pak SCX UG 80	Osaka Soda Co., Ltd.	L9
Chromasol CORAL SCX	Intek Chromasol	L9
Chromasol ONYX SCX	Intek Chromasol	L9
Chromegabond P-SCX	ES Industries	L9
Diazem C8 SCX	Diazem	L9
Diazem SCX	Diazem	L9
Diazem SCX 4-204	Diazem	L9
Exsil 100 SCX	Exmere Ltd.	L9
Exsil 300 SCX	Exmere Ltd.	L9
Exsil 80 SCX	Exmere Ltd.	L9
Exsil Pure SCX	Exmere Ltd.	L9
GROM-SIL Strong Cation-1	Dr. Maisch	L9
HECTOR-ACD SCX	RStech Corp.	L9
HP-SCX	Sepax Techonologies, Inc.	L9
Inertsil CX	GL Sciences	L9
IonoSpher C	Agilent	L9
Luna SCX	Phenomenex	L9
Maxsil SCX	Phenomenex	L9
MetaSil SCX	Agilent	L9
MultoHigh SCX	CS-Chromatographie Service	L9
MultoWorb SCX	CS-Chromatographie Service	L9
None Cited	n/a	L9
NUCLEOSIL SA	Macherey-Nagel	L9
Partisil 10 SCX	Hichrom	L9
Partisil SCX	Hichrom	L9
Partisphere SCX	Hichrom	L9
PerfectChrom 100 SCX	MZ Analysentechnik	L9
PolySULFOETHYL Aspartamide	PolyLC Inc.	L9
Reprosil 80 SCX	Dr. Maisch	L9
Reprosil Saphir SCX	Dr. Maisch	L9
SiliaChrom SCX	SiliCycle Inc	L9
SMT SCX	Separation Methods Tech.	L9
Spherisorb SCX	Waters Corp.	L9
SUPELCOSIL LC-SCX	Supelco	L9
Supelcosil SCX	Supelco, Inc.	L9
SynChropak S300	Eichrom Technologies, Inc.	L9
TSKgel SP-2SW	Tosoh Bioscience	L9
Uptisphere SCX	Interchim	L9
Wakopak Wakosil 5SCX	Wako Pure Chemical Ind.	L9
Zodiac SCX	Zodiac Life Sciences	L9
Zodiac SCX(1)	Zodiac Life Sciences	L9
ZORBAX 300SCX	Agilent	L9
ACE CN	Advanced Chrom. Technol.	L10
ACE CN-300	Advanced Chrom. Technol.	L10
ACE Excel CN	Advanced Chrom. Technol.	L10
ACQUITY UPLC HSS CN	Waters Corp.	L10
Adsorbosil CN	Dr. Maisch	L10
Adsorbosphere CN	Dr. Maisch	L10
Adsorbosphere CN-AQ	Dr. Maisch	L10
Adsorbosphere XL CN	Dr. Maisch	L10
Allsphere CN	Dr. Maisch	L10
Alltima CN	Hichrom	L10
Alltima HP Cyano	Hichrom	L10
Allure Basix	Restek Corp.	L10
Alpha CN	Ad Hoc Scientific	L10
AlphaBond CN	Alltech Associates, Inc.	L10
APEX CN	Grace ? Jones	L10
Ascentis ES Cyano	Supelco	L10
Ascentis Express ES-Cyano	Supelco	L10
Avanti CN	Exmere Ltd.	L10
Avanti CN(1)	Exmere Ltd.	L10
BetaBasic CN	Thermo Scientific	L10
BETASIL CN	Thermo Scientific	L10
BioBasic CN	Thermo Scientific	L10
BIOshell A160 Peptide CN	Supelco	L10
Bondclone CN	Phenomenex	L10
Capcell Pak CN SG 120	Osaka Soda Co., Ltd.	L10
Capcell Pak CN SG 300	Osaka Soda Co., Ltd.	L10
Capcell Pak CN UG 120	Osaka Soda Co., Ltd.	L10
Chromasol JADE CN	Intek Chromasol	L10
Chromasol ONYX CN	Intek Chromasol	L10
Chromegabond CN	ES Industries	L10
Chromsep SS Spherisorb 3 CN	Varian	L10
Clipeus Cyano	Higgins Analytical	L10
CN Ultrasphere	Beckman Instruments	L10
Cogent HPS Cyano	MicroSolv Techn. Corp.	L10
Cogent MicroBee Cyano	MicroSolv Techn. Corp.	L10
Cogent RP Cyano	MicroSolv Techn. Corp.	L10
Cogent simulare Cyano	MicroSolv Techn. Corp.	L10
Cosmosil CN-MS	Nacalai Tesque, Inc.	L10
CPS-Hypersil	ThermoQuest Chromatography	L10
DELTABOND CYANO	Thermo Scientific	L10
Develosil CN	Nomura Chemical	L10
Develosil CN-UG	Nomura Chemical	L10
Develosil XG-CN	Nomura Chemical	L10
Diazem CN 120A, 200A	Diazem	L10
Discovery Cyano	Supelco, Inc.	L10
Econosil CN	Dr. Maisch	L10
Econosphere CN	Dr. Maisch	L10
Enable Cyano	Spincotech	L10
Equisil CPS	Dr. Maisch	L10
Exsil 100 Nitrile	Exmere Ltd.	L10
Exsil 80 Nitrile	Exmere Ltd.	L10
Exsil 80 Nitrile EC	Exmere Ltd.	L10
Exsil 80 Nitrile-HL	Exmere Ltd.	L10
Exsil Clasico	Exmere Ltd.	L10
Exsil Pure Nitrile	Exmere Ltd.	L10
Fortis Cyano	Fortis Technologies	L10
Genesis CN	Hichrom	L10
GROM-SIL Cyan-1 ST	Dr. Maisch	L10
GROM-SIL Cyan-2 PR	Dr. Maisch	L10
GROM-SIL Cyan-3 CP	Dr. Maisch	L10
HALO 160 A ES-CN	Adv. Chrom. Technol.	L10
HALO ES-CN	Adv. Chrom. Technol.	L10
HECTOR-M CN	RStech Corp.	L10
Heritage CN	Helix Chromatography	L10
Horizon Cyano	Horizon Chromatography Ltd.	L10
HP-Cyano	Sepax Techonologies, Inc.	L10
Hyperclone CN (CPS)	Phenomenex	L10
Hyperprep GOLD CN	Thermo Scientific	L10
Hypersil BDS CN	Thermo Scientific	L10
Hypersil CPS	Thermo Scientific	L10
Hypersil CPS-2	Thermo Scientific	L10
HyPURITY CN	Thermo Scientific	L10
Inertsil CN-3	GL Sciences	L10
InertSustain Cyano	GL Sciences	L10
KANAK Cyano	Nanghavi Chrom. Solutions	L10
Kromasil CN	Akzo Nobel Separations	L10
Legacy L10	SIELC Technol.	L10
LiChrosorb CN	Merck KgaA	L10
LiChrospher CN	Merck KGaA	L10
Luna CN	Phenomenex	L10
MetaSil CN	Agilent	L10
MicroBondapak CN	Waters Corp	L10
MicroSorb CN	Agilent	L10
MultoHigh 100 CN	CS-Chromatographie Service	L10
MultoWorb CN	CS-Chromatographie Service	L10
NCI-NeuroBond CN	National Chromatography Inc.	L10
NCI-Neurosyil CN 100	National Chromatography Inc.	L10
NCI-Neurosyil CN 120	National Chromatography Inc.	L10
NCI-Ultimasyil CN 100	National Chromatography Inc.	L10
NCI-Ultimasyil CN 120	National Chromatography Inc.	L10
None Cited	n/a	L10
NovaPak CN	Waters Corp.	L10
Novapak CN HP	Waters Corp.	L10
NUCLEODUR 100 CN	Macherey-Nagel	L10
NUCLEODUR 100 CN-RP	Macherey-Nagel	L10
NUCLEOSIL CN	Macherey-Nagel	L10
NUCLEOSIL CN-RP	Macherey-Nagel	L10
Optimisil AQ Cyano	CVC Technologies	L10
Orbit 100 CN	MZ Analysentechnik	L10
Peerless Cyano	Chromatopak	L10
Peptica CN-A	Diazem	L10
PerfectChrom 100 CN	MZ Analysentechnik	L10
PerfectSil 100 CN-3	MZ Analysentechnik	L10
PerfectSil 120 CN	MZ Analysentechnik	L10
PerfectSil Target CN-3	MZ Analysentechnik	L10
Pinnacle DB Cyano	Restek Corp.	L10
Platinum CN	Dr. Maisch	L10
POLYGOSIL CN	Macherey Nagel	L10
POLYGOSIL CN 60A	Macherey Nagel	L10
Poroshell 120 EC-CN	Agilent	L10
Prevail Cyano	Hichrom	L10
ProntoSIL CN	Bischoff Chromatography	L10
Quasar Cyano	PerkinElmer	L10
Radial-Pak CN		L10
Reprosher CN (DE)	Dr. Maisch	L10
Reprosil 80 CN	Dr. Maisch	L10
Reprosil-Pur CN	Dr. Maisch	L10
Resolve CN	Waters Corp	L10
Roc Cyano	Restek Corp.	L10
Shimpack GIS CN	Shimadzu	L10
Shodex Silica 5CN	Shodex	L10
SiliaChrom XDB1 CN	SiliCycle Inc	L10
SMT Cyanopropyl CP (CN)	Separation Methods Tech.	L10
Spherex Cyano		L10
Spheri-(5 and 10)-CN	Perkinelmer, Inc.	L10
Spherisorb CN	Waters Corp	L10
Spherisorb CN RP	Waters Corp.	L10
Supelcosil LC-CN	Supelco	L10
Supelcosil LC-PCN	Supelco	L10
SVEA Cyano	Nanologica AB	L10
TSKgel CN-80Ts	Tosoh Bioscience	L10
Ultra Cyano	Restek Corp.	L10
Ultrasphere CN	Hichrom	L10
Ultremex CN	Phenomenex	L10
UniMS CNA1	Unimicrosep	L10
UniverSil HS Cyano	Fortis Technologies	L10
Uptisphere CN	Interchim	L10
Wakopak Combi CN	Wako Pure Chemical Ind.	L10
Wakopak Wakosil 5CN	Wako Pure Chemical Ind.	L10
Wakopak Wakosil-II 5CN	Wako Pure Chemical Ind.	L10
XSelect HSS CN	Waters Corp.	L10
YMC-Pack CN	YMC Co., Ltd.	L10
Zodiac 100 CN	Zodiac Life Sciences	L10
Zodiac 120 CN	Zodiac Life Sciences	L10
Zodiac CN	Zodiac Life Sciences	L10
Zodiac CN(1)	Zodiac Life Sciences	L10
ZORBAX 300StableBond-CN	Agilent	L10
ZORBAX CN	Agilent	L10
Zorbax CN Reliance	Agilent	L10
ZORBAX Eclipse XDB-CN	Agilent	L10
ZORBAX SB-CN	Agilent	L10
ZORBAX StableBond-CN	Agilent	L10
µBondapak CN	Waters Corp.	L10
Accucore Biphenyl	Thermo Scientific	L11
Accucore Phenyl-Hexyl	Thermo Scientific	L11
ACE Excel Ph	Advanced Chrom. Technol.	L11
ACE Phenyl	Advanced Chrom. Technol.	L11
ACE Phenyl-300	Advanced Chrom. Technol.	L11
ACQUITY UPLC BEH Phenyl	Waters Corp.	L11
ACQUITY UPLC CSH Phenyl-Hexyl	Waters Corp.	L11
Adsorbosphere Phenyl	Dr. Maisch	L11
Adsorbosphere XL Phenyl	Dr. Maisch	L11
AdvanceBio RP mAb Diphenyl	Agilent	L11
Allsphere Phenyl	Dr. Maisch	L11
Alltima Phenyl	Hichrom	L11
Alpha Phenyl	Ad Hoc Scientific	L11
alphaBond Phenyl	Grace - Alltech	L11
Apex Phenyl	Hichrom	L11
Apex Phenyl RP	Hichrom	L11
